id,conversation_id,flow_id,step_id,direction,payload,content_type,message_order,interaction_order,created_at
61d33cc5-deb0-4737-a883-0cad49620313,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,start,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ich weiß was, lass uns starten!"",""Ich weiß was, lass uns starten!""],""payload"":""Ich weiß was, lass uns starten!"",""title"":""Ich weiß was, lass uns starten!""},""content_type"":""button""},{""content"":{""accepts"":[""Zeig mir bitte Beispiele"",""Zeig mir bitte Beispiele""],""payload"":""Zeig mir bitte Beispiele"",""title"":""Zeig mir bitte Beispiele""},""content_type"":""button""}],""title"":""Fällt dir was ein oder soll ich dir Beispiele zeigen?""},""content_type"":""question""}",question,11,0,2023-06-11 19:01:06.539732
97ddf033-ec9d-442e-8706-ada1e2e339b5,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,start,RECEIVE,"{""content"":{""payload"":""Ich weiß was, lass uns starten!""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:01:28.989712
02e0c7b2-e1a3-44a2-b398-f11664d51c8d,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Super! Dann los! 🚀""},""content_type"":""text""}",text,2,1,2023-06-11 19:01:28.989712
3c99c7b2-11da-4dd6-bb6b-914eb5d8e73b,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Was mach dir im Alltag Freude? Was ist die erste Aktivität, die dir einfällt?""},""content_type"":""text""}",text,5,1,2023-06-11 19:01:28.989712
e424cb30-d3c6-4baf-b2e2-62a7b4e2f24b,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Danke. Und was ist die Zweite?""},""content_type"":""text""}",text,2,0,2023-06-11 19:01:46.988357
89d594a5-3920-41c2-bcd6-08db3e38d5d6,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Fitness Studio""},""content_type"":""text""}",text,0,0,2023-06-11 19:01:46.988357
b188ff1b-5808-436a-9fd9-6b1db138eebb,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Lesen""},""content_type"":""text""}",text,0,0,2023-06-11 19:02:02.665163
165d954d-e951-435a-b77e-46faa1117101,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""👍 Hast du noch eine dritte Aktivität für mich?""},""content_type"":""text""}",text,2,0,2023-06-11 19:02:02.665163
2dee3e06-9f7d-4b61-85f7-676444e7a126,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Kochen""},""content_type"":""text""}",text,0,0,2023-06-11 19:02:12.864438
ccc9ccd5-525e-4d46-a680-9a1a2c8df00b,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wohoo! 🥳 Geschafft! Jetzt haben wir 3 Aktivitäten, die dir Freude machen.""},""content_type"":""text""}",text,5,0,2023-06-11 19:02:12.864438
2db4a1a1-16bd-456c-bb12-b4b0f49444e9,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Denke daran: Nur wenn du etwas machst, dann wird es dir langsam besser gehen!""},""content_type"":""text""}",text,8,0,2023-06-11 19:02:12.864438
de493392-a523-49ef-a17c-e8f4aff0c23f,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Okay 👍"",""Okay 👍""],""payload"":""Okay 👍"",""title"":""Okay 👍""},""content_type"":""button""}],""title"":""Damit du die schönen Aktivitäten auch wirklich umsetzt, planen wir die jetzt einfach gemeinsam!""},""content_type"":""question""}",question,11,0,2023-06-11 19:02:12.864438
1eab0eb4-41e6-4023-b37d-4ce36820dd68,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ja, das kenne ich"",""Ja, das kenne ich""],""payload"":""Ja, das kenne ich"",""title"":""Ja, das kenne ich""},""content_type"":""button""},{""content"":{""accepts"":[""Nee, nicht wirklich"",""Nee, nicht wirklich""],""payload"":""Nee, nicht wirklich"",""title"":""Nee, nicht wirklich""},""content_type"":""button""}],""title"":""Kennst du das auch von dir?""},""content_type"":""question""}",question,5,0,2023-06-11 19:02:36.870887
31989e38-96b4-4e1a-a764-89fc9cf423d3,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Okay 👍""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:02:36.870887
58ae8d48-6535-40bb-9aae-e66a3e2d3485,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Etwas zu planen ergibt Sinn, da viele junge Menschen gestresst sind.""},""content_type"":""text""}",text,2,0,2023-06-11 19:02:36.870887
09132831-8b8e-41dc-9612-01a579b8b9be,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""👌 Klingt gut."",""👌 Klingt gut.""],""payload"":""👌 Klingt gut."",""title"":""👌 Klingt gut.""},""content_type"":""button""},{""content"":{""accepts"":[""Stimmt"",""Stimmt""],""payload"":""Stimmt"",""title"":""Stimmt""},""content_type"":""button""}],""title"":""Denn du hast was, auf das du dich freuen kannst. 🎉""},""content_type"":""question""}",question,5,0,2023-06-11 19:02:47.925373
7db38dbf-c87e-4186-a2f1-98c3a2046905,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Ja, das kenne ich""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:02:47.925373
84fc260c-2bdc-4c9a-aa7e-568861a1433e,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wenn du nämlich positive Aktivitäten planst, bist du gleich etwas entspannter!""},""content_type"":""text""}",text,2,0,2023-06-11 19:02:47.925373
4b37998b-354a-4dfe-a4b4-5b65554dbf88,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Pass dabei aber auf andere Termine auf. Die können wir ja nicht verändern. 📅""},""content_type"":""text""}",text,5,0,2023-06-11 19:02:59.496805
8853de44-737c-430e-b735-d7d664df04a5,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Du musst dir für die schönen Aktivitäten einen echten Termin machen, dann ist es gleich viel einfacher...""},""content_type"":""text""}",text,8,0,2023-06-11 19:02:59.496805
2ecc736b-5cd9-42f4-a5eb-3653e0d9507d,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Okay"",""Okay""],""payload"":""Okay"",""title"":""Okay""},""content_type"":""button""}],""title"":""An sehr stressigen Tagen können die schönen Aktivitäten auch kurz sein: So zwischen 30 Sekunden und 15 Minuten.""},""content_type"":""question""}",question,11,0,2023-06-11 19:02:59.496805
1f0d9d17-dcc7-419e-900e-8e2c67e133fa,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""👌 Klingt gut.""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:02:59.496805
64e164b4-98b1-46b3-a151-521ab934abeb,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Lass uns das mal ausprobieren! Wir planen mal Aktivitäten, die dir Spaß machen!""},""content_type"":""text""}",text,2,0,2023-06-11 19:02:59.496805
eaa04110-ead0-457a-a075-4804ef261779,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""👍"",""👍""],""payload"":""👍"",""title"":""👍""},""content_type"":""button""}],""title"":""Okay?""},""content_type"":""question""}",question,5,0,2023-06-11 19:03:20.735188
a43a5729-2c27-437c-ac16-d9cf2ec1bbd9,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Okay""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:03:20.735188
90425582-2a09-4361-ba89-b0ecf29a6038,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Merke dir: Du musst wissen, 1. was du machen willst und 2. wann du es machen willst.""},""content_type"":""text""}",text,2,0,2023-06-11 19:03:20.735188
9f3e2771-19cd-4fdc-bd26-bdd8e9542424,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""👍""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:03:31.736067
fbb3dd9a-be4e-43f0-b15c-71534f0faa57,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Erinnere dich nochmal an die 3 Aktivitäten, die du vorhin genannt hast: 1. Fitness Studio, 2. Lesen und 3. Kochen.""},""content_type"":""text""}",text,2,0,2023-06-11 19:03:31.736067
9925f39d-0fea-4e77-befd-244b97e36e3f,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Eine Aktivität davon würde ich gerne genau mit dir planen. Eine reicht erstmal.""},""content_type"":""text""}",text,5,0,2023-06-11 19:03:31.736067
b15c656f-389a-43c0-ad2b-9bf4c363d151,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Fitness Studio"",""Fitness Studio""],""payload"":""Fitness Studio"",""title"":""Fitness Studio""},""content_type"":""button""},{""content"":{""accepts"":[""Lesen"",""Lesen""],""payload"":""Lesen"",""title"":""Lesen""},""content_type"":""button""},{""content"":{""accepts"":[""Kochen"",""Kochen""],""payload"":""Kochen"",""title"":""Kochen""},""content_type"":""button""}],""title"":""Welche der 3 möchtest du am liebsten mit mir planen?""},""content_type"":""question""}",question,8,0,2023-06-11 19:03:31.736067
d0049ab7-56b6-4383-af77-a3489121e7ea,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Fitness Studio""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:03:47.883055
4d6dd6a2-52df-4da4-87b3-7fd504186a92,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Super! Jetzt wissen wir: WAS du machen willst.""},""content_type"":""text""}",text,2,0,2023-06-11 19:03:47.883055
e875c107-10f8-4a54-8171-8a4fec594f27,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Dann lass uns schauen WANN!""},""content_type"":""text""}",text,5,0,2023-06-11 19:03:47.883055
d48adcc8-64ef-481a-9e8b-72866e8551ed,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wie viel Zeit ungefähr brauchst du für diese Aktivität? Falls du dafür irgendwo hinfahren musst, plane auch An- und Abfahrt ein!""},""content_type"":""text""}",text,8,0,2023-06-11 19:03:47.883055
f4f1ba5a-1bf6-4c25-be6d-2f5698ce1295,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Okay, wie lange brauchst du?""},""content_type"":""text""}",text,11,0,2023-06-11 19:03:47.883055
694aa2fb-1294-4443-901c-51789637527f,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Ca 1,5 Stunden""},""content_type"":""text""}",text,0,0,2023-06-11 19:04:16.643452
3153edcd-6fe5-4216-9ce7-140a9b60ecff,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""An welchem Tag hast du denn ausreichend Zeit, dass du diese Aktivität machen kannst? 📅""},""content_type"":""text""}",text,2,0,2023-06-11 19:04:16.643452
60613389-ebba-4a13-ba48-39799856bdcb,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wann passt es für dich? An welchem Tag und zu welcher Uhrzeit?""},""content_type"":""text""}",text,5,0,2023-06-11 19:04:16.643452
55ab1466-4df1-4ee0-8e28-aae7277b058c,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""👍😎"",""👍😎""],""payload"":""👍😎"",""title"":""👍😎""},""content_type"":""button""}],""title"":""Jetzt haben wir: 1. WAS du machen willst, 2. WANN du es machen willst.""},""content_type"":""question""}",question,5,0,2023-06-11 19:04:32.925666
5da5244d-4898-4110-8560-e0d42a50ee07,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Perfekt!""},""content_type"":""text""}",text,2,0,2023-06-11 19:04:32.925666
ae5f40de-4404-443b-83b3-54c961093e5f,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Morgen Abend um 20:30""},""content_type"":""text""}",text,0,0,2023-06-11 19:04:32.925666
9221f796-ea51-4f51-93a5-120fc7741740,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""👍😎""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:04:43.874310
15f2547a-44ef-456e-80da-0bb1eb0dff51,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Wie noch was? 🤨"",""Wie noch was? 🤨""],""payload"":""Wie noch was? 🤨"",""title"":""Wie noch was? 🤨""},""content_type"":""button""},{""content"":{""accepts"":[""Welche denn?"",""Welche denn?""],""payload"":""Welche denn?"",""title"":""Welche denn?""},""content_type"":""button""}],""title"":""Eine Sache muss ich aber noch unbedingt von dir wissen! 🙄""},""content_type"":""question""}",question,2,0,2023-06-11 19:04:43.874310
150c9494-13ec-430a-967b-96aa4e294466,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Wie noch was? 🤨""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:04:51.248788
d919d7c1-4e37-4c90-92ec-7fe6afb5b90b,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Was könnte dich davon abhalten, die Aktivität zu machen? Also obwohl du es ja fest geplant hast!""},""content_type"":""text""}",text,2,0,2023-06-11 19:04:51.248788
409233b1-309d-4cbe-9814-dfaeb73ada81,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Oft hilft es, wenn du dir vorher überlegst, was dazwischen kommen könnte. Damit du vorbereitet bist, wenn das wirklich passiert.""},""content_type"":""text""}",text,5,0,2023-06-11 19:04:51.248788
9acee9c7-bb54-4eaf-84a0-38a59a94a974,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Und, was könnte bei dir dazwischen kommen?""},""content_type"":""text""}",text,8,0,2023-06-11 19:04:51.248788
754fb851-0249-4023-9d6b-6369c937496f,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""Stress bei der Arbeit, Müdigkeit oder nicht genug gegessen zu haben""},""content_type"":""text""}",text,0,0,2023-06-11 19:05:19.742902
f0879cbc-5547-4f6a-87ba-8c446cc77968,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Verstehe!""},""content_type"":""text""}",text,2,0,2023-06-11 19:05:19.742902
05af9d08-389d-455a-ba15-bb8dd94f36f0,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Und wie kannst du verhindern, dass du von deiner Aktivität abgehalten wirst? 💡 Tipp: Erinnerungen im Kalender oder Unterstützung durch Freunde können auch helfen.""},""content_type"":""text""}",text,5,0,2023-06-11 19:05:19.742902
8f900dc8-eb26-4bb2-adc2-1e539b284727,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""text"":""In den Kalender eintragen, planen wann ich esse, bei der Arbeit gut kommunizieren""},""content_type"":""text""}",text,0,0,2023-06-11 19:05:48.892207
482f5159-d21c-4e7d-a9a1-21079fed9032,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Gern!"",""Gern!""],""payload"":""Gern!"",""title"":""Gern!""},""content_type"":""button""},{""content"":{""accepts"":[""Wenn es sein muss!"",""Wenn es sein muss!""],""payload"":""Wenn es sein muss!"",""title"":""Wenn es sein muss!""},""content_type"":""button""}],""title"":""Lass mich das noch mal zusammenfassen, okay?""},""content_type"":""question""}",question,5,0,2023-06-11 19:05:48.892207
8747d87f-9155-402a-b356-e105ee0621e4,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Sehr gut! Jetzt haben wir schon mal einen Plan. 👍""},""content_type"":""text""}",text,2,0,2023-06-11 19:05:48.892207
3e1674b2-17d7-446f-b878-489d53e38158,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Danke!"",""Danke!""],""payload"":""Danke!"",""title"":""Danke!""},""content_type"":""button""},{""content"":{""accepts"":[""👍"",""👍""],""payload"":""👍"",""title"":""👍""},""content_type"":""button""}],""title"":""In diesen Schritten kannst du es ab jetzt immer angehen. Das hilft dir, die schönen Aktivitäten auch wirklich zu machen.""},""content_type"":""question""}",question,14,0,2023-06-11 19:06:00.072198
e1da908f-f48d-4932-8fc1-2d24f6cfee93,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""und""},""content_type"":""text""}",text,8,0,2023-06-11 19:06:00.072198
32fafc0e-3b36-4379-913e-af9b44265dc6,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""1. Überlege, WAS du machen willst! 2. Überlege, WANN du es machen willst! 3. Trage es dir als Termin in deinen Kalender ein!""},""content_type"":""text""}",text,5,0,2023-06-11 19:06:00.072198
89a2ebb2-215e-45b4-af52-dc18ae64f16a,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Wenn du etwas Schönes machen möchtest, gehst du so vor:""},""content_type"":""text""}",text,2,0,2023-06-11 19:06:00.072198
f1fd793e-413b-48a9-a748-3d9e039ae436,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Gern!""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:06:00.072198
6a886a26-9162-43ac-a412-cced189c7a47,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""4. Überlege, was dich davon ABHALTEN könnte! 5. Und, was du DAGEGEN tun kannst.""},""content_type"":""text""}",text,11,0,2023-06-11 19:06:00.072198
8ba5b7a2-aac3-417f-9b88-c051c318d591,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,RECEIVE,"{""content"":{""payload"":""Danke!""},""content_type"":""payload""}",payload,0,0,2023-06-11 19:06:28.579859
82e0a7da-bd38-486a-a3b8-18a7e2d9c2a8,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Okay, das war doch schon mal sehr gut! Ich bin stolz auf dich! 🤩""},""content_type"":""text""}",text,2,0,2023-06-11 19:06:28.579859
827a29f4-10c3-498b-ade2-8cdc65062132,fb0749b3-3391-4f35-9ad6-958a1b9a931c,verhaltensaktivierung-2,aktivitaeten_finden,SEND,"{""content"":{""text"":""Versuch in den nächsten Tagen mal, diese Methode anzuwenden. 🙏""},""content_type"":""text""}",text,5,0,2023-06-11 19:06:28.579859
ae6a3ed2-1888-4845-a646-e24a4ded0429,268824fc-0c9b-4e0a-9fc8-54aabe520429,verhaltensaktivierung-2,start,SEND,"{""content"":{""text"":""Lass uns mal versuchen, ein paar Aktivitäten zu finden, die dir Spaß machen! 🙌""},""content_type"":""text""}",text,2,0,2023-06-13 07:16:23.859305
837be479-d001-4127-8b86-c2a48a5b1fa4,268824fc-0c9b-4e0a-9fc8-54aabe520429,verhaltensaktivierung-2,start,SEND,"{""content"":{""buttons"":[{""content"":{""accepts"":[""Ja, schon."",""Ja, schon.""],""payload"":""Ja, schon."",""title"":""Ja, schon.""},""content_type"":""button""},{""content"":{""accepts"":[""Geht eigentlich"",""Geht eigentlich""],""payload"":""Geht eigentlich"",""title"":""Geht eigentlich""},""content_type"":""button""}],""title"":""Fällt es dir schwer, eine positive Aktivität in deinen Alltag einzubauen?""},""content_type"":""question""}",question,2,0,2023-06-13 07:16:29.837975
